Tanggal,harga_petani_pred,harga_pengecer_pred,luas_lahan_pred,produktivitas_pred,produksi_pred,hari,bulan,tahun
2024-01-01,4383.5938,4538.5127,47858.547,73.4857,385550.34,Monday,January,2024
2024-01-02,4350.7188,4526.6074,49136.99,73.297195,391489.12,Tuesday,January,2024
2024-01-03,4302.641,4498.6875,51100.758,72.99847,402269.84,Wednesday,January,2024
2024-01-04,4235.2744,4459.0093,53555.49,72.64283,415956.22,Thursday,January,2024
2024-01-05,4159.5493,4415.5894,56329.434,72.27562,430842.12,Friday,January,2024
2024-01-06,4101.3286,4384.627,59205.67,71.95924,444599.22,Saturday,January,2024
2024-01-07,4048.698,4363.9785,62014.58,71.701004,456859.62,Sunday,January,2024
2024-01-08,4025.1511,4343.8823,63901.504,71.58884,465325.53,Monday,January,2024
2024-01-09,3998.2368,4322.2617,65436.492,71.48463,471430.5,Tuesday,January,2024
2024-01-10,3968.2917,4299.0835,66619.84,71.38838,475874.03,Wednesday,January,2024
2024-01-11,3935.0293,4274.189,67542.93,71.29324,480143.2,Thursday,January,2024
2024-01-12,3907.3953,4251.7573,68416.27,71.220406,484169.66,Friday,January,2024
2024-01-13,3890.8008,4236.761,69423.13,71.17226,489689.88,Saturday,January,2024
2024-01-14,3879.4373,4227.666,70462.41,71.13637,495688.1,Sunday,January,2024
2024-01-15,3866.0596,4220.341,71313.734,71.098694,500306.84,Monday,January,2024
2024-01-16,3846.8289,4210.969,71797.414,71.05038,502414.8,Tuesday,January,2024
2024-01-17,3825.7986,4199.3306,71990.41,71.00287,502793.7,Wednesday,January,2024
2024-01-18,3806.822,4186.865,72026.37,70.96395,502334.66,Thursday,January,2024
2024-01-19,3795.0527,4176.4097,72156.56,70.93721,502678.66,Friday,January,2024
2024-01-20,3793.4812,4172.596,72559.6,70.92593,505187.28,Saturday,January,2024
2024-01-21,3795.082,4172.737,73081.13,70.91876,508543.66,Sunday,January,2024
2024-01-22,3792.3752,4172.7446,73470.58,70.90383,510753.2,Monday,January,2024
2024-01-23,3782.4092,4169.8745,73551.65,70.87716,510691.28,Tuesday,January,2024
2024-01-24,3769.6895,4163.86,73387.54,70.849014,509065.94,Wednesday,January,2024
2024-01-25,3758.4202,4156.5005,73127.016,70.827,506962.5,Thursday,January,2024
2024-01-26,3753.4995,4150.452,73017.4,70.815475,506000.7,Friday,January,2024
2024-01-27,3757.9224,4150.5493,73237.125,70.8178,507554.22,Saturday,January,2024
2024-01-28,3764.8296,4154.177,73616.9,70.82277,510215.12,Sunday,January,2024
2024-01-29,3766.4949,4157.0186,73886.05,70.81862,511848.0,Monday,January,2024
2024-01-30,3760.1008,4156.401,73865.5,70.801895,511303.03,Tuesday,January,2024
2024-01-31,3750.5732,4152.35,73615.42,70.7828,509281.25,Wednesday,January,2024
2024-02-01,3742.0596,4146.6567,73284.68,70.768814,506859.44,Thursday,February,2024
2024-02-02,3743.4683,4146.3755,73041.63,70.763535,504993.6,Friday,February,2024
2024-02-03,3755.674,4154.536,73160.59,70.77127,505707.8,Saturday,February,2024
2024-02-04,3771.577,4168.1675,73472.84,70.779,507753.28,Sunday,February,2024
2024-02-05,3782.764,4182.113,73713.2,70.77733,508983.03,Monday,February,2024
2024-02-06,3785.3655,4191.695,73653.45,70.76137,507855.12,Tuesday,February,2024
2024-02-07,3784.3943,4196.625,73291.88,70.742874,504908.75,Wednesday,February,2024
2024-02-08,3784.5393,4198.601,72818.74,70.731636,501472.94,Thursday,February,2024
2024-02-09,3790.2537,4201.4663,72520.12,70.73056,499448.4,Friday,February,2024
2024-02-10,3804.7363,4210.5747,72642.98,70.74143,500393.7,Saturday,February,2024
2024-02-11,3821.1394,4223.889,72980.65,70.75475,502818.84,Sunday,February,2024
2024-02-12,3831.3425,4236.2153,73261.9,70.75904,504498.7,Monday,February,2024
2024-02-13,3832.0828,4243.384,73251.766,70.74835,503916.6,Tuesday,February,2024
2024-02-14,3827.951,4244.3164,72925.59,70.73151,501422.34,Wednesday,February,2024
2024-02-15,3824.6648,4242.008,72497.42,70.72228,498488.66,Thursday,February,2024
2024-02-16,3826.8552,4240.72,72245.35,70.723366,496959.06,Friday,February,2024
2024-02-17,3837.8496,4245.8496,72415.62,70.73607,498367.53,Saturday,February,2024
2024-02-18,3850.957,4255.5723,72794.01,70.751884,501184.2,Sunday,February,2024
2024-02-19,3857.9568,4264.434,73106.24,70.75788,503160.53,Monday,February,2024
2024-02-20,3855.7446,4268.4136,73122.07,70.74849,502833.12,Tuesday,February,2024
2024-02-21,3848.7751,4266.2705,72817.26,70.73249,500544.16,Wednesday,February,2024
2024-02-22,3842.851,4261.054,72410.984,70.72344,497814.7,Thursday,February,2024
2024-02-23,3842.7048,4257.255,72181.37,70.72483,496483.66,Friday,February,2024
2024-02-24,3851.7024,4260.3027,72372.914,70.73817,498068.0,Saturday,February,2024
2024-02-25,3863.0127,4268.154,72766.2,70.75431,501010.06,Sunday,February,2024
2024-02-26,3868.4128,4275.348,73088.35,70.76043,503067.34,Monday,February,2024
2024-02-27,3864.7976,4277.855,73110.87,70.751045,502794.78,Tuesday,February,2024
2024-02-28,3856.558,4274.374,72810.99,70.73497,500544.22,Wednesday,February,2024
2024-02-29,3849.515,4267.957,72410.125,70.72566,497856.3,Thursday,February,2024
2024-03-01,3848.4172,4263.158,72186.33,70.7269,496568.44,Friday,March,2024
2024-03-02,3863.3027,4273.5996,72393.06,70.73321,497970.62,Saturday,March,2024
2024-03-03,3883.9146,4292.3623,72783.25,70.74134,500458.0,Sunday,March,2024
2024-03-04,3903.1184,4314.6816,73054.51,70.738304,502049.22,Monday,March,2024
2024-03-05,3918.4404,4336.764,72906.36,70.718765,501211.94,Tuesday,March,2024
2024-03-06,3932.5042,4355.339,72339.836,70.68952,498134.78,Wednesday,March,2024
2024-03-07,3946.049,4369.4,71653.484,70.662254,494412.16,Thursday,March,2024
2024-03-08,3963.002,4383.395,71250.4,70.649055,492444.56,Friday,March,2024
2024-03-09,3984.9583,4402.2104,71334.17,70.650764,493412.22,Saturday,March,2024
2024-03-10,4007.985,4424.179,71703.46,70.65826,496050.34,Sunday,March,2024
2024-03-11,4025.8953,4445.5986,72010.984,70.65729,498183.62,Monday,March,2024
2024-03-12,4037.634,4464.647,71922.49,70.64135,497901.2,Tuesday,March,2024
2024-03-13,4046.272,4477.409,71444.68,70.61728,495442.06,Wednesday,March,2024
2024-03-14,4052.8508,4483.5195,70854.69,70.5959,492315.88,Thursday,March,2024
2024-03-15,4061.9116,4489.0835,70555.58,70.58862,490935.66,Friday,March,2024
2024-03-16,4075.905,4499.6543,70745.305,70.59605,492497.5,Saturday,March,2024
2024-03-17,4091.2756,4513.735,71216.586,70.608986,495694.3,Sunday,March,2024
2024-03-18,4101.993,4527.5454,71611.77,70.613075,498281.6,Monday,March,2024
2024-03-19,4106.8794,4539.255,71595.48,70.60163,498304.84,Tuesday,March,2024
2024-03-20,4108.945,4544.8354,71185.32,70.58188,496098.9,Wednesday,March,2024
2024-03-21,4109.1665,4544.058,70656.086,70.56458,493184.8,Thursday,March,2024
2024-03-22,4112.2344,4543.3394,70413.82,70.56089,491996.03,Friday,March,2024
2024-03-23,4120.879,4548.38,70655.93,70.571465,493743.5,Saturday,March,2024
2024-03-24,4131.495,4557.546,71169.734,70.58712,497076.22,Sunday,March,2024
2024-03-25,4138.063,4566.977,71593.43,70.59356,499715.53,Monday,March,2024
2024-03-26,4139.194,4574.5376,71597.35,70.58415,499728.03,Tuesday,March,2024
2024-03-27,4137.829,4576.3306,71202.58,70.566246,497482.6,Wednesday,March,2024
2024-03-28,4134.853,4572.1074,70685.02,70.55064,494519.53,Thursday,March,2024
2024-03-29,4135.0146,4568.3267,70454.336,70.5484,493293.1,Friday,March,2024
2024-03-30,4141.1333,4570.729,70707.61,70.56026,495018.38,Saturday,March,2024
2024-03-31,4149.5483,4577.5903,71229.016,70.576996,498317.4,Sunday,March,2024
2024-04-01,4154.218,4584.9893,71654.414,70.58434,500892.4,Monday,April,2024
2024-04-02,4166.681,4604.3643,71603.445,70.5646,500849.25,Tuesday,April,2024
2024-04-03,4182.6943,4624.614,71075.3,70.53116,498513.97,Wednesday,April,2024
2024-04-04,4200.357,4642.167,70411.2,70.49543,495460.03,Thursday,April,2024
2024-04-05,4222.2935,4661.2295,70037.82,70.46894,494064.25,Friday,April,2024
2024-04-06,4250.4775,4687.296,70159.04,70.45665,495726.12,Saturday,April,2024
2024-04-07,4288.346,4723.96,70567.68,70.45949,498960.22,Sunday,April,2024
2024-04-08,4326.445,4766.071,70875.43,70.45819,501924.22,Monday,April,2024
2024-04-09,4359.735,4805.6274,70734.52,70.43776,502308.5,Tuesday,April,2024
2024-04-10,4388.925,4837.8564,70198.0,70.40243,500132.4,Wednesday,April,2024
2024-04-11,4414.366,4861.928,69535.11,70.36699,496782.66,Thursday,April,2024
2024-04-12,4440.849,4883.799,69182.18,70.34699,495109.0,Friday,April,2024
2024-04-13,4471.947,4910.799,69367.12,70.34826,496858.06,Saturday,April,2024
2024-04-14,4507.5703,4946.424,69914.336,70.36238,501179.2,Sunday,April,2024
2024-04-15,4542.5664,4986.273,70361.43,70.36883,505064.9,Monday,April,2024
2024-04-16,4571.3765,5020.9214,70257.3,70.344955,505246.84,Tuesday,April,2024
2024-04-17,4596.5933,5045.757,69528.03,70.314095,500886.44,Wednesday,April,2024
2024-04-18,4615.296,5061.2095,68743.96,70.28344,495959.72,Thursday,April,2024
2024-04-19,4633.649,5075.7163,68398.8,70.275154,493904.9,Friday,April,2024
2024-04-20,4655.816,5094.968,68616.96,70.2839,495651.3,Saturday,April,2024
2024-04-21,4684.0063,5123.5737,69201.5,70.30877,500107.6,Sunday,April,2024
2024-04-22,4712.877,5155.1587,69559.06,70.321075,502970.25,Monday,April,2024
2024-04-23,4735.946,5180.2095,69297.59,70.29841,501352.97,Tuesday,April,2024
2024-04-24,4751.052,5193.8135,68582.23,70.253624,496460.12,Wednesday,April,2024
2024-04-25,4759.012,5198.046,67835.23,70.21637,491323.34,Thursday,April,2024
2024-04-26,4766.1577,5201.6445,67540.02,70.20691,489330.88,Friday,April,2024
2024-04-27,4777.909,5212.4287,67894.04,70.22366,491941.4,Saturday,April,2024
2024-04-28,4796.366,5232.8477,68591.08,70.25108,497069.75,Sunday,April,2024
2024-04-29,4817.815,5256.9673,69022.516,70.26318,500138.78,Monday,April,2024
2024-04-30,4833.667,5274.3896,68811.43,70.24091,498546.6,Tuesday,April,2024
2024-05-01,4841.4233,5280.4023,68145.93,70.19821,493756.28,Wednesday,May,2024
2024-05-02,4857.1523,5291.4414,67282.734,70.15529,488183.53,Thursday,May,2024
2024-05-03,4874.0293,5304.8994,66779.14,70.13237,485506.72,Friday,May,2024
2024-05-04,4898.9653,5329.053,66882.49,70.13015,487385.75,Saturday,May,2024
2024-05-05,4934.376,5366.5396,67255.0,70.129814,491024.8,Sunday,May,2024
2024-05-06,4976.157,5409.859,67058.44,70.10126,490216.72,Monday,May,2024
2024-05-07,5015.9766,5442.268,65930.53,70.02929,484322.94,Tuesday,May,2024
2024-05-08,5047.632,5454.2056,64277.523,69.93775,477712.25,Wednesday,May,2024
2024-05-09,5065.6514,5462.618,62942.133,69.88203,473214.9,Thursday,May,2024
2024-05-10,5078.3394,5468.2876,62321.44,69.85596,472321.34,Friday,May,2024
2024-05-11,5095.249,5482.038,62497.566,69.85407,475836.34,Saturday,May,2024
2024-05-12,5122.2173,5508.7954,62985.12,69.86006,481257.3,Sunday,May,2024
2024-05-13,5155.5063,5541.5317,62855.24,69.84919,483184.12,Monday,May,2024
2024-05-14,5184.561,5566.3267,61850.95,69.80352,479933.9,Tuesday,May,2024
2024-05-15,5200.974,5575.193,60400.254,69.73897,473716.75,Wednesday,May,2024
2024-05-16,5204.251,5571.2026,59236.543,69.68923,468489.03,Thursday,May,2024
2024-05-17,5201.8813,5564.4585,58854.13,69.67387,467224.88,Friday,May,2024
2024-05-18,5204.725,5566.56,59283.438,69.68547,470591.9,Saturday,May,2024
2024-05-19,5219.4053,5583.185,59972.96,69.70536,475798.1,Sunday,May,2024
2024-05-20,5241.516,5606.9336,59970.797,69.70672,477223.0,Monday,May,2024
2024-05-21,5259.7773,5622.7563,59045.754,69.67082,473249.2,Tuesday,May,2024
2024-05-22,5265.1,5621.9414,57688.492,69.61298,466357.94,Wednesday,May,2024
2024-05-23,5256.6113,5607.6587,56670.633,69.56832,460744.25,Thursday,May,2024
2024-05-24,5243.224,5591.1577,56452.74,69.56033,459225.0,Friday,May,2024
2024-05-25,5236.961,5584.9585,57020.703,69.5839,462285.5,Saturday,May,2024
2024-05-26,5244.1895,5594.7266,57784.125,69.61753,466975.9,Sunday,May,2024
2024-05-27,5258.8896,5612.1396,57835.28,69.62999,467906.44,Monday,May,2024
2024-05-28,5270.083,5621.841,56961.844,69.601494,463466.62,Tuesday,May,2024
2024-05-29,5267.9463,5614.4634,55677.465,69.5487,456296.38,Wednesday,May,2024
2024-05-30,5252.331,5593.899,54739.977,69.509285,450253.25,Thursday,May,2024
2024-05-31,5233.529,5570.728,54628.406,69.50524,448855.9,Friday,May,2024
2024-06-01,5221.6626,5559.8022,55303.453,69.53671,451949.3,Saturday,June,2024
2024-06-02,5230.738,5569.184,55768.996,69.56518,455613.12,Sunday,June,2024
2024-06-03,5248.6787,5584.2603,55105.586,69.552704,453564.06,Monday,June,2024
2024-06-04,5258.834,5593.003,53107.75,69.4878,442298.0,Tuesday,June,2024
2024-06-05,5247.4893,5587.3784,50514.676,69.39374,424800.88,Wednesday,June,2024
2024-06-06,5224.3286,5560.3486,48440.965,69.29937,410519.2,Thursday,June,2024
2024-06-07,5201.6455,5524.319,47293.207,69.23729,402774.28,Friday,June,2024
2024-06-08,5188.0083,5497.3496,47150.785,69.214096,401783.38,Saturday,June,2024
2024-06-09,5185.37,5488.862,47023.28,69.21076,400959.44,Sunday,June,2024
2024-06-10,5182.544,5493.133,46011.14,69.19322,393423.88,Monday,June,2024
2024-06-11,5162.542,5501.135,44180.34,69.16637,377899.88,Tuesday,June,2024
2024-06-12,5124.4727,5487.048,42050.285,69.11725,359460.28,Wednesday,June,2024
2024-06-13,5078.9014,5445.909,40547.19,69.06337,345927.53,Thursday,June,2024
2024-06-14,5040.579,5393.7188,39977.996,69.03573,340143.56,Friday,June,2024
2024-06-15,5017.2563,5348.8706,40172.523,69.03943,340914.78,Saturday,June,2024
2024-06-16,5005.1133,5324.753,40420.656,69.0632,342040.9,Sunday,June,2024
2024-06-17,4992.3794,5318.4756,39952.543,69.08241,337238.88,Monday,June,2024
2024-06-18,4965.946,5314.5503,38495.035,69.083435,324205.3,Tuesday,June,2024
2024-06-19,4924.4424,5291.827,36750.96,69.06503,308637.06,Wednesday,June,2024
2024-06-20,4878.669,5244.9937,35644.402,69.04073,298201.53,Thursday,June,2024
2024-06-21,4843.1436,5190.3857,35481.953,69.0382,295580.6,Friday,June,2024
2024-06-22,4823.0527,5145.1924,36016.543,69.06368,298940.0,Saturday,June,2024
2024-06-23,4814.132,5120.339,36549.06,69.105194,302463.9,Sunday,June,2024
2024-06-24,4803.382,5116.12,36515.766,69.1493,300689.7,Monday,June,2024
2024-06-25,4782.5303,5112.785,35410.88,69.16456,290916.28,Tuesday,June,2024
2024-06-26,4750.07,5093.765,34003.77,69.15776,278794.8,Wednesday,June,2024
2024-06-27,4713.7656,5055.8027,33286.184,69.149994,271729.9,Thursday,June,2024
2024-06-28,4685.993,5014.5254,33575.96,69.169685,272127.9,Friday,June,2024
2024-06-29,4671.033,4984.961,34593.984,69.22174,278034.44,Saturday,June,2024
2024-06-30,4665.9697,4974.398,35606.43,69.28818,284009.53,Sunday,June,2024
2024-07-01,4663.783,4978.0273,35821.223,69.33428,284416.03,Monday,July,2024
2024-07-02,4653.097,4976.208,34930.027,69.327095,277102.1,Tuesday,July,2024
2024-07-03,4630.8433,4957.866,33714.473,69.28114,267330.78,Wednesday,July,2024
2024-07-04,4602.353,4922.166,32965.145,69.234375,260772.2,Thursday,July,2024
2024-07-05,4577.593,4881.9956,33026.69,69.21963,259934.28,Friday,July,2024
2024-07-06,4562.5386,4850.1743,33777.46,69.23763,263985.94,Saturday,July,2024
2024-07-07,4556.885,4834.8784,34596.043,69.26633,268494.84,Sunday,July,2024
2024-07-08,4553.4194,4833.361,34703.023,69.279076,267959.5,Monday,July,2024
2024-07-09,4543.811,4833.0903,34021.977,69.25805,261679.92,Tuesday,July,2024
2024-07-10,4526.252,4820.972,33160.09,69.211174,254189.02,Wednesday,July,2024
2024-07-11,4504.1997,4795.206,32752.066,69.17291,250046.1,Thursday,July,2024
2024-07-12,4486.5425,4766.57,33104.547,69.1709,251397.11,Friday,July,2024
2024-07-13,4479.1245,4746.4946,34107.418,69.20333,257501.47,Saturday,July,2024
2024-07-14,4481.1094,4742.1704,35168.92,69.24753,264011.8,Sunday,July,2024
2024-07-15,4485.1875,4750.223,35491.67,69.27453,265454.97,Monday,July,2024
2024-07-16,4483.5903,4759.5283,35004.08,69.26763,261102.06,Tuesday,July,2024
2024-07-17,4474.8027,4757.6724,34302.715,69.23317,255394.55,Wednesday,July,2024
2024-07-18,4461.5474,4742.606,33990.594,69.205315,252641.23,Thursday,July,2024
2024-07-19,4451.971,4724.141,34379.344,69.210335,254962.58,Friday,July,2024
2024-07-20,4451.637,4712.8975,35387.37,69.246956,261788.86,Saturday,July,2024
2024-07-21,4459.702,4716.128,36454.58,69.29402,268898.1,Sunday,July,2024
2024-07-22,4469.0635,4730.3833,36773.24,69.32236,270845.03,Monday,July,2024
2024-07-23,4472.3853,4745.031,36255.5,69.31523,266866.5,Tuesday,July,2024
2024-07-24,4468.238,4748.3213,35507.793,69.27974,261383.0,Wednesday,July,2024
2024-07-25,4459.1704,4738.107,35135.543,69.249794,258711.73,Thursday,July,2024
2024-07-26,4453.1733,4723.826,35451.96,69.25163,260997.34,Friday,July,2024
2024-07-27,4455.77,4715.9854,36388.656,69.28435,267736.78,Saturday,July,2024
2024-07-28,4466.2397,4721.984,37393.74,69.32745,274740.28,Sunday,July,2024
2024-07-29,4477.5283,4738.4,37649.79,69.35187,276531.88,Monday,July,2024
2024-07-30,4482.4067,4754.6826,37059.5,69.340385,272316.56,Tuesday,July,2024
2024-07-31,4479.518,4759.3643,36235.32,69.30052,266524.7,Wednesday,July,2024
2024-08-01,4471.3955,4750.252,35790.344,69.26634,263536.06,Thursday,August,2024
2024-08-02,4459.6714,4727.917,35910.61,69.25673,264242.72,Friday,August,2024
2024-08-03,4453.0586,4706.6943,36549.25,69.26556,268500.7,Saturday,August,2024
2024-08-04,4450.7095,4693.8755,37212.016,69.27716,272650.75,Sunday,August,2024
2024-08-05,4446.308,4688.0815,37275.05,69.26863,272234.7,Monday,August,2024
2024-08-06,4435.2993,4682.2617,36657.82,69.22435,266531.75,Tuesday,August,2024
2024-08-07,4416.4653,4667.558,35877.49,69.16253,259472.9,Wednesday,August,2024
2024-08-08,4396.0522,4644.943,35573.387,69.116005,255985.56,Thursday,August,2024
2024-08-09,4379.801,4620.936,35908.145,69.10541,256923.11,Friday,August,2024
2024-08-10,4372.169,4602.9546,36834.934,69.125565,262017.86,Saturday,August,2024
2024-08-11,4371.354,4595.742,37804.15,69.15824,267404.47,Sunday,August,2024
2024-08-12,4370.9316,4596.784,38132.074,69.174484,268473.88,Monday,August,2024
2024-08-13,4365.1323,4597.9087,37730.117,69.15442,264447.84,Tuesday,August,2024
2024-08-14,4352.3716,4590.576,37163.098,69.11508,259286.62,Wednesday,August,2024
2024-08-15,4338.5596,4576.4756,37019.56,69.08721,257295.25,Thursday,August,2024
2024-08-16,4329.4634,4561.3604,37460.043,69.09047,259407.47,Friday,August,2024
2024-08-17,4328.893,4553.099,38448.027,69.12341,265260.12,Saturday,August,2024
2024-08-18,4334.5215,4554.0664,39466.375,69.16431,271532.16,Sunday,August,2024
2024-08-19,4339.994,4562.0176,39820.133,69.18537,273497.34,Monday,August,2024
2024-08-20,4339.9106,4569.3228,39389.047,69.16966,270096.22,Tuesday,August,2024
2024-08-21,4333.002,4568.281,38743.16,69.13506,265233.0,Wednesday,August,2024
2024-08-22,4325.036,4560.4585,38463.348,69.11276,263022.03,Thursday,August,2024
2024-08-23,4321.0,4550.7646,38770.582,69.11833,264901.12,Friday,August,2024
2024-08-24,4323.9097,4547.0566,39695.406,69.14922,270871.22,Saturday,August,2024
2024-08-25,4333.506,4549.274,40635.0,69.18828,278209.9,Sunday,August,2024
2024-08-26,4342.6836,4558.796,40870.633,69.208015,280586.25,Monday,August,2024
2024-08-27,4344.3916,4570.533,40346.473,69.18979,276217.38,Tuesday,August,2024
2024-08-28,4338.7954,4573.6084,39601.89,69.15252,270245.84,Wednesday,August,2024
2024-08-29,4332.395,4567.3374,39210.676,69.127686,267639.06,Thursday,August,2024
2024-08-30,4329.5425,4558.847,39415.043,69.13093,269100.16,Friday,August,2024
2024-08-31,4333.2075,4555.93,40262.64,69.15885,274789.88,Saturday,August,2024
2024-09-01,4343.758,4557.9478,41124.977,69.195755,282174.44,Sunday,September,2024
2024-09-02,4343.4355,4551.239,41310.555,69.20134,284204.4,Monday,September,2024
2024-09-03,4329.2314,4537.641,40948.414,69.15515,281186.47,Tuesday,September,2024
2024-09-04,4304.483,4514.9355,40612.164,69.08712,277891.66,Wednesday,September,2024
2024-09-05,4282.391,4488.5503,40539.203,69.06734,276641.66,Thursday,September,2024
2024-09-06,4262.84,4464.505,40971.188,69.08729,278311.97,Friday,September,2024
2024-09-07,4250.049,4444.437,41909.418,69.13543,283824.12,Saturday,September,2024
2024-09-08,4242.4424,4429.357,42880.42,69.186386,290216.94,Sunday,September,2024
2024-09-09,4233.008,4415.1265,43301.453,69.20635,293089.2,Monday,September,2024
2024-09-10,4217.509,4398.4165,43110.355,69.18717,291491.56,Tuesday,September,2024
2024-09-11,4197.9224,4379.939,42814.36,69.15866,288859.03,Wednesday,September,2024
2024-09-12,4179.144,4365.599,42886.133,69.16027,288828.53,Thursday,September,2024
2024-09-13,4165.5186,4356.778,43450.1,69.19751,292173.44,Friday,September,2024
2024-09-14,4159.1724,4353.1616,44459.52,69.26126,298854.2,Saturday,September,2024
2024-09-15,4158.5537,4353.723,45487.45,69.32649,306361.6,Sunday,September,2024
2024-09-16,4157.2666,4352.9062,45974.13,69.3566,310484.7,Monday,September,2024
2024-09-17,4150.8584,4347.736,45818.387,69.34031,309778.9,Tuesday,September,2024
2024-09-18,4140.381,4340.576,45487.016,69.31108,307488.03,Wednesday,September,2024
2024-09-19,4130.894,4336.12,45452.72,69.30448,306986.84,Thursday,September,2024
2024-09-20,4125.8633,4335.2515,45856.992,69.32874,309268.9,Friday,September,2024
2024-09-21,4127.0063,4338.156,46723.008,69.3805,314996.16,Saturday,September,2024
2024-09-22,4132.924,4344.2373,47611.09,69.43463,321586.1,Sunday,September,2024
2024-09-23,4137.348,4348.2725,47966.87,69.45458,324873.75,Monday,September,2024
2024-09-24,4136.1675,4347.2363,47681.703,69.429855,323474.66,Tuesday,September,2024
2024-09-25,4130.2764,4343.5156,47192.848,69.39108,320223.22,Wednesday,September,2024
2024-09-26,4124.6997,4341.807,46994.24,69.37404,318566.88,Thursday,September,2024
2024-09-27,4122.9614,4342.911,47245.957,69.38867,319753.8,Friday,September,2024
2024-09-28,4126.7666,4347.292,47985.312,69.43215,324552.44,Saturday,September,2024
2024-09-29,4134.824,4354.5063,48757.2,69.47889,330296.66,Sunday,September,2024
2024-09-30,4140.9663,4359.421,49001.793,69.49217,332790.56,Monday,September,2024
2024-10-01,4141.131,4358.898,48599.285,69.46116,330567.25,Tuesday,October,2024
2024-10-02,4124.4995,4346.6074,48265.312,69.4354,327994.4,Wednesday,October,2024
2024-10-03,4104.2266,4333.787,48306.78,69.43706,327537.56,Thursday,October,2024
2024-10-04,4085.7832,4321.88,48796.14,69.46971,329897.25,Friday,October,2024
2024-10-05,4072.3362,4310.83,49663.227,69.52299,334960.97,Saturday,October,2024
2024-10-06,4061.794,4300.1953,50642.805,69.58135,341334.75,Sunday,October,2024
2024-10-07,4048.0393,4287.7446,51327.99,69.6199,346066.3,Monday,October,2024
2024-10-08,4028.495,4273.2334,51626.594,69.629196,348178.47,Tuesday,October,2024
2024-10-09,4006.5005,4259.4966,51770.695,69.62772,349169.72,Wednesday,October,2024
2024-10-10,3986.5728,4248.815,52032.176,69.63854,350782.56,Thursday,October,2024
2024-10-11,3972.1907,4239.6157,52465.3,69.66167,353192.16,Friday,October,2024
2024-10-12,3965.4023,4231.679,53187.21,69.702225,357731.72,Saturday,October,2024
2024-10-13,3961.9128,4225.415,54056.4,69.749565,363661.62,Sunday,October,2024
2024-10-14,3954.5305,4219.153,54643.586,69.774826,367787.16,Monday,October,2024
2024-10-15,3942.0962,4211.9263,54848.184,69.77366,369491.72,Tuesday,October,2024
2024-10-16,3927.888,4206.205,54884.46,69.764565,370116.28,Wednesday,October,2024
2024-10-17,3916.3955,4202.6206,54964.215,69.76276,370699.47,Thursday,October,2024
2024-10-18,3911.3333,4200.251,55215.684,69.77646,372212.12,Friday,October,2024
2024-10-19,3912.7554,4197.9893,55767.11,69.80852,375881.75,Saturday,October,2024
2024-10-20,3916.3892,4197.1577,56467.133,69.84537,380732.56,Sunday,October,2024
2024-10-21,3915.3047,4196.226,56893.176,69.86017,383722.03,Monday,October,2024
2024-10-22,3907.8923,4193.661,56921.074,69.84728,384037.75,Tuesday,October,2024
2024-10-23,3898.281,4191.752,56770.51,69.82812,383359.5,Wednesday,October,2024
2024-10-24,3891.0,4191.097,56683.246,69.81875,382951.28,Thursday,October,2024
2024-10-25,3890.17,4191.414,56783.695,69.82623,383567.88,Friday,October,2024
2024-10-26,3895.3271,4191.7427,57196.08,69.85225,386324.44,Saturday,October,2024
2024-10-27,3902.2651,4193.3384,57763.133,69.88295,390237.3,Sunday,October,2024
2024-10-28,3903.8367,4194.225,58068.754,69.89187,392336.62,Monday,October,2024
2024-10-29,3898.638,4193.144,57971.36,69.87326,391702.44,Tuesday,October,2024
2024-10-30,3890.9016,4192.309,57693.598,69.84896,390118.2,Wednesday,October,2024
2024-10-31,3885.3455,4192.489,57490.7,69.83529,388885.25,Thursday,October,2024
2024-11-01,3885.965,4193.3955,57492.234,69.83935,388796.72,Friday,November,2024
2024-11-02,3884.5566,4189.0625,57962.055,69.87322,391869.06,Saturday,November,2024
2024-11-03,3882.0898,4183.1826,58734.824,69.921036,397076.72,Sunday,November,2024
2024-11-04,3872.184,4175.4614,59493.754,69.95945,402160.12,Monday,November,2024
2024-11-05,3853.6426,4165.911,60066.23,69.980606,406096.7,Tuesday,November,2024
2024-11-06,3831.7964,4155.9336,60524.81,69.99857,409750.3,Wednesday,November,2024
2024-11-07,3812.6748,4145.66,60946.28,70.02357,413213.6,Thursday,November,2024
2024-11-08,3800.3413,4135.71,61509.508,70.059204,417368.06,Friday,November,2024
2024-11-09,3796.0198,4129.641,62349.67,70.10914,423533.7,Saturday,November,2024
2024-11-10,3795.1404,4126.0425,63291.363,70.16597,430308.88,Sunday,November,2024
2024-11-11,3789.3042,4122.048,64099.82,70.204765,435733.3,Monday,November,2024
2024-11-12,3777.7043,4117.5225,64622.78,70.22007,439015.88,Tuesday,November,2024
2024-11-13,3765.2751,4114.069,64918.05,70.22931,441101.88,Wednesday,November,2024
2024-11-14,3755.904,4111.246,65129.383,70.24333,442727.12,Thursday,November,2024
2024-11-15,3751.685,4108.759,65466.58,70.266045,445238.44,Friday,November,2024
2024-11-16,3754.3008,4109.131,66124.87,70.30316,450155.5,Saturday,November,2024
2024-11-17,3758.1,4109.5674,66877.35,70.34119,455637.8,Sunday,November,2024
2024-11-18,3756.1826,4108.9663,67464.9,70.35978,459537.9,Monday,November,2024
